,0,1,2,3,4,5,6,wickets
G Gambhir,791,778,143,6,289,0,25,72
RN ten Doeschate,32,51,4,0,13,0,5,7
B Chipli,51,46,2,2,12,0,3,7
Mandeep Singh,168,144,30,1,69,0,8,23
KM Jadhav,79,117,17,0,27,0,9,15
S Badree,13,8,1,0,0,0,0,4
P Negi,42,44,7,0,7,0,5,9
TS Mills,5,2,0,0,0,0,1,2
YS Chahal,14,11,1,0,0,0,0,1
AD Russell,87,79,13,0,29,0,24,14
SA Yadav,97,109,17,2,25,0,14,15
R Dravid,435,350,61,1,145,2,18,41
AL Menaria,50,59,5,0,7,0,9,7
OA Shah,45,42,6,1,7,0,8,6
AC Blizzard,33,12,1,1,12,0,2,5
MM Patel,9,9,0,0,5,0,0,4
JH Kallis,611,557,68,5,154,0,26,50
RE van der Merwe,33,19,3,2,2,0,4,6
LRPL Taylor,212,220,36,3,44,2,37,26
DJ Thornely,5,1,0,0,0,0,0,0
HM Amla,51,58,4,1,13,0,5,6
GJ Maxwell,142,96,31,0,53,0,31,20
M Vohra,136,101,23,6,48,1,18,17
EJG Morgan,162,147,21,2,44,0,14,16
DA Miller,205,246,62,1,48,0,45,19
WP Saha,155,156,39,2,50,0,12,24
AR Patel,84,99,14,0,20,0,13,14
MM Sharma,21,23,4,0,4,0,3,5
KC Cariappa,6,8,0,0,0,0,1,2
I Sharma,15,15,0,0,2,0,0,2
Sandeep Sharma,10,16,1,0,1,0,0,1
MS Bisla,246,139,23,2,60,0,16,22
SMSM Senanayake,2,1,1,0,0,0,0,1
SN Khan,8,9,2,0,1,0,1,3
D Wiese,22,35,3,0,10,0,3,3
NV Ojha,302,210,32,3,55,0,37,32
AJ Finch,260,177,35,1,82,0,29,26
DJG Sammy,24,28,4,1,0,0,6,4
AA Jhunjhunwala,42,32,2,1,3,0,4,6
P Dogra,22,28,5,0,2,0,3,3
AD Mascarenhas,13,11,5,0,2,0,1,6
A Uniyal,1,0,0,0,0,0,0,1
SK Warne,53,43,5,0,8,0,5,11
M Vijay,411,301,61,5,96,0,32,37
Gurkeerat Singh,39,44,5,0,13,0,1,8
SE Marsh,268,304,35,2,109,1,29,25
JR Hopes,66,77,9,0,27,0,10,9
RR Sarwan,31,26,5,0,6,0,1,2
R Tewatia,5,4,3,0,0,0,1,1
KK Cooper,18,6,6,0,5,0,4,5
VS Malik,1,1,0,0,0,0,0,0
Azhar Mahmood,55,48,8,0,16,0,4,8
V Sehwag,325,294,52,0,179,0,52,52
UBT Chand,93,50,10,0,16,0,7,10
BJ Rohrer,29,27,6,1,9,0,4,4
WA Mota,7,6,1,0,0,0,0,1
B Lee,21,18,2,0,5,0,3,5
PP Chawla,92,67,8,0,23,0,10,21
K Goel,65,40,7,1,7,0,2,7
RR Powar,5,5,2,0,1,0,0,1
S Sreesanth,14,0,0,0,4,0,0,1
Y Nagar,42,38,7,1,12,0,5,8
A Mishra,84,95,11,0,15,0,4,13
UT Yadav,27,32,1,0,7,0,3,7
S Ladda,10,0,0,0,0,0,0,2
DP Nannes,9,4,0,0,0,0,0,1
AD Mathews,90,136,19,2,14,0,13,14
M Kartik,11,20,2,1,2,0,0,1
CK Langeveldt,6,2,0,0,0,0,1,2
TM Dilshan,253,149,27,1,74,0,13,25
MF Maharoof,22,26,2,0,8,0,3,4
PJ Sangwan,13,8,2,0,0,0,0,3
Shakib Al Hasan,55,52,12,0,18,0,4,11
N Saini,39,28,9,0,10,0,0,5
SD Chitnis,12,13,3,0,3,0,1,3
AB Barath,22,14,1,0,5,0,1,2
RS Sodhi,1,0,0,0,1,0,0,0
CL White,110,128,7,1,24,0,7,16
Iqbal Abdulla,30,27,5,0,9,0,1,1
LMP Simmons,144,102,22,0,42,0,17,9
CM Gautam,40,26,6,1,8,0,3,5
VRV Singh,1,0,0,0,0,0,0,1
U Kaul,1,0,0,0,0,0,0,0
LA Carseldine,29,12,3,2,8,0,0,3
AS Raut,32,48,4,3,8,0,3,5
M Morkel,21,29,7,1,10,0,5,7
SK Trivedi,18,9,3,0,0,0,1,2
MJ Lumb,51,23,4,0,31,0,3,4
FY Fazal,20,14,0,0,2,0,0,3
MJ McClenaghan,16,12,0,0,1,0,6,5
RS Bopara,65,93,10,4,12,0,10,8
Bipul Sharma,21,27,12,0,8,0,6,4
AN Ghosh,1,0,0,0,0,0,0,1
BAW Mendis,3,2,0,0,0,0,0,2
AB Dinda,15,11,0,0,2,0,0,5
GJ Bailey,103,98,13,0,20,0,7,12
MG Johnson,26,18,2,0,2,0,2,7
JD Ryder,104,83,16,0,36,0,8,16
CJ Ferguson,31,28,4,0,5,0,0,2
MR Marsh,36,43,2,0,4,0,7,5
F du Plessis,186,227,35,3,56,0,21,21
KP Pietersen,182,191,30,3,50,0,30,17
NLTC Perera,47,57,6,1,12,0,13,8
R Ashwin,53,66,8,0,14,0,1,12
Ankit Sharma,8,7,3,0,1,0,2,3
M Ashwin,1,0,0,0,0,0,0,1
JEC Franklin,92,93,18,0,14,0,4,7
Y Venugopal Rao,162,147,22,1,36,0,21,19
R Sathish,48,48,11,3,11,0,5,7
R McLaren,19,32,2,0,1,0,0,4
AN Ahmed,10,8,3,0,3,0,1,0
HV Patel,10,13,2,0,2,0,2,5
P Parameswaran,2,0,0,0,0,0,0,0
KL Rahul,70,99,16,2,18,0,9,9
Sachin Baby,18,15,4,0,4,0,2,6
Parvez Rasool,6,7,1,0,1,0,0,2
MEK Hussey,258,215,30,3,68,0,18,21
RT Ponting,24,14,4,0,1,0,1,3
R Dhawan,32,19,7,0,7,0,1,4
KH Pandya,50,43,9,1,25,0,7,6
JJ Bumrah,8,8,2,0,1,0,1,1
RJ Quiney,38,15,1,0,7,0,0,4
J Botha,84,93,26,2,24,0,4,9
A Singh,5,1,0,0,0,0,0,3
SP Fleming,44,31,7,1,19,0,3,4
B Kumar,55,35,10,0,9,0,2,10
S Sriram,18,15,2,0,3,0,0,2
TR Birt,18,6,4,0,2,0,1,3
VR Aaron,14,8,1,0,2,0,1,1
GB Hogg,5,14,2,0,1,0,0,2
SP Narine,48,29,4,0,18,0,7,9
CA Pujara,81,81,5,1,19,0,2,7
A Mithun,10,6,1,0,3,0,1,4
J Syed Mohammad,10,10,1,0,4,0,0,1
BR Dunk,13,3,1,0,5,0,0,2
AP Tare,49,34,7,0,13,0,7,9
VY Mahesh,14,7,1,0,0,0,0,2
SM Pollock,17,19,0,0,2,0,2,3
A Nehra,24,15,1,0,3,0,1,3
CRD Fernando,0,2,1,0,0,0,0,1
VS Yeligati,1,0,1,0,0,0,0,1
KP Appanna,1,2,0,0,0,0,0,1
A Kumble,15,16,0,0,2,0,0,1
JDS Neesham,12,6,5,0,2,0,1,2
S Nadeem,29,9,2,0,1,0,0,7
Mohammed Shami,14,9,1,0,4,0,2,4
JD Unadkat,4,1,0,0,0,0,0,0
JJ van der Wath,8,6,1,0,1,0,1,2
R Ninan,3,3,0,0,0,0,0,1
UT Khawaja,33,34,4,0,9,0,2,4
S Anirudha,13,5,0,0,1,0,3,2
S Badrinath,192,165,30,0,63,0,9,20
JA Morkel,98,130,17,1,28,0,28,15
CH Morris,45,67,19,0,15,0,17,5
DB Ravi Teja,60,58,6,0,12,0,5,10
AG Paunikar,18,3,1,0,5,0,0,2
A Ashish Reddy,25,24,6,0,10,0,4,7
KV Sharma,64,67,11,0,10,0,10,10
GH Vihari,65,58,8,1,12,0,1,8
BB Samantray,5,7,0,0,2,0,0,1
ML Hayden,143,114,28,1,41,0,20,9
S Rana,13,8,4,0,4,0,1,2
SP Goswami,30,15,2,1,7,0,0,4
RJ Peterson,10,5,0,0,2,0,1,2
NL McCullum,5,8,2,1,0,0,0,3
JE Taylor,1,0,1,0,0,0,0,0
AC Thomas,6,8,1,0,1,0,1,2
DB Das,42,38,5,0,12,0,4,6
AA Bilakhia,20,20,4,0,3,0,0,2
KS Williamson,18,24,3,0,3,0,1,4
MV Boucher,61,68,25,0,18,0,9,7
Anirudh Singh,12,9,3,0,2,0,0,2
DJ Hooda,47,56,22,0,13,0,8,12
WPUJC Vaas,3,7,4,0,1,0,0,2
Shoaib Ahmed,2,1,0,0,0,0,0,1
CA Lynn,71,55,12,0,25,0,19,7
C de Grandhomme,24,28,5,0,7,0,4,4
Q de Kock,150,121,13,2,62,0,13,14
Imran Tahir,13,1,1,0,2,0,0,3
DW Steyn,44,32,7,0,5,0,1,11
LA Pomersbach,76,56,12,1,13,0,8,8
MS Gony,16,9,0,0,2,0,2,4
PC Valthaty,103,62,8,0,36,0,13,10
Sunny Singh,6,10,1,0,2,0,1,3
PJ Cummins,17,11,5,0,3,0,3,5
Rashid Khan,2,1,1,0,0,0,0,1
S Kaul,7,3,3,0,0,0,0,0
R Bishnoi,2,1,0,0,0,0,0,2
AJ Tye,5,6,4,0,2,0,1,1
Basil Thampi,6,5,1,0,1,0,0,0
Joginder Sharma,7,8,3,0,0,0,1,2
S Randiv,3,0,1,0,0,0,0,1
DE Bollinger,1,0,0,0,0,0,0,0
RE Levi,28,11,0,0,6,0,3,4
TM Head,10,20,3,0,3,0,0,2
A Choudhary,3,4,0,0,0,0,1,2
S Chanderpaul,13,7,0,0,4,0,0,2
B Akhil,13,7,3,0,2,0,4,4
KB Arun Karthik,9,9,0,1,1,0,1,3
AUK Pathan,9,1,2,0,5,0,2,3
Shoaib Malik,4,14,3,0,1,0,0,1
Mohammad Asif,3,3,0,0,0,0,0,2
GD McGrath,4,0,0,0,1,0,0,1
MC Juneja,24,29,4,0,7,0,1,3
BMAJ Mendis,7,10,1,0,0,0,0,2
A Flintoff,21,15,2,1,3,0,1,2
Shahid Afridi,8,5,0,0,5,1,4,3
LPC Silva,7,5,0,0,3,0,0,1
H Das,3,2,0,0,0,0,0,1
DNT Zoysa,2,2,2,0,1,0,0,0
A Mukund,1,0,0,0,0,0,0,1
WD Parnell,13,12,0,0,0,0,0,5
YV Takawale,63,31,9,0,16,1,2,4
DJ Harris,21,15,2,0,5,0,1,2
PA Reddy,39,28,7,1,9,0,2,5
J Theron,4,6,0,0,1,0,0,1
DH Yagnik,21,10,3,0,4,0,0,3
CR Woakes,5,7,0,0,1,0,1,1
AA Chavan,1,0,0,0,1,0,0,1
B Sumanth,10,8,1,0,3,0,0,1
Mohammad Hafeez,15,6,0,0,2,0,2,2
Niraj Patel,48,32,7,1,13,0,1,4
Younis Khan,4,3,0,0,0,0,0,1
Kamran Akmal,27,9,0,0,9,0,5,4
D Salunkhe,1,1,1,0,1,0,0,1
Pankaj Singh,5,4,1,0,0,0,0,1
J Arunkumar,14,2,0,0,5,0,0,2
Misbah-ul-Haq,14,8,2,0,4,0,1,2
DT Patil,5,5,2,0,0,0,0,1
Abdur Razzak,2,0,0,0,0,0,0,0
MP Stoinis,8,10,3,0,3,0,1,1
Swapnil Singh,1,0,0,0,0,0,0,1
Anureet Singh,20,17,0,0,2,0,0,4
Karanveer Singh,9,6,1,0,1,0,0,1
J Suchith,10,8,1,0,4,0,2,1
B Laughlin,5,4,0,0,0,0,0,1
AS Rajpoot,5,0,1,0,0,0,0,0
Harmeet Singh,3,2,1,0,0,0,0,1
AD Nath,8,7,2,0,1,0,0,3
L Ronchi,8,3,0,0,1,0,1,0
MA Khote,4,5,1,0,1,0,1,2
PD Collingwood,18,25,4,0,1,0,3,2
NS Naik,2,1,0,0,0,0,0,1
CR Brathwaite,17,6,1,0,5,0,1,4
TD Paine,12,8,0,0,0,0,0,1
Harpreet Singh,1,5,1,0,0,0,0,1
AF Milne,5,5,1,0,0,0,0,2
L Balaji,13,6,0,0,1,0,1,3
KMDN Kulasekara,1,1,0,0,1,0,0,0
L Ablish,2,0,0,0,0,0,0,0
SA Abbott,3,1,0,0,0,0,0,0
KAJ Roach,3,4,1,0,1,0,0,1
K Rabada,21,20,1,0,4,0,1,2
W Jaffer,41,23,3,1,7,0,3,4
RV Gomez,1,0,0,0,0,0,0,1
NM Coulter-Nile,7,4,0,0,1,0,2,3
BCJ Cutting,11,9,3,0,2,0,3,2
AA Noffke,6,5,0,0,1,0,0,1
SB Joshi,5,3,0,0,0,0,0,1
LJ Wright,14,10,0,0,3,0,1,2
AG Murtaza,4,4,0,0,1,0,0,1
IC Pandey,2,0,0,0,0,0,0,1
R Shukla,8,8,0,0,2,0,0,2
MJ Guptill,15,9,0,0,10,0,4,1
MS Wade,2,1,1,0,0,0,0,1
NJ Maddinson,15,1,0,1,4,0,0,3
MA Starc,21,23,5,0,7,0,0,4
Sunny Gupta,1,0,0,0,0,0,0,1
Salman Butt,16,5,1,0,6,0,0,2
Umar Gul,5,4,0,0,1,0,3,2
IR Jaggi,10,6,1,0,0,0,0,1
AP Majumdar,22,25,4,0,6,0,0,3
K Upadhyay,3,4,1,0,0,0,1,0
DL Chahar,2,2,0,0,0,0,2,1
A Zampa,6,1,0,0,1,0,0,2
SW Billings,15,13,3,1,4,0,1,3
CJ Jordan,2,1,1,0,0,0,0,0
Sohail Tanvir,5,8,2,0,1,0,1,1
S Vidyut,17,9,0,1,7,0,1,3
M Ntini,6,0,0,0,0,0,0,0
JM Kemp,11,9,2,1,1,0,1,2
AC Voges,16,20,4,1,3,0,0,3
S Narwal,5,2,1,0,2,0,0,1
SW Tait,6,5,0,0,0,0,1,1
P Awana,3,0,0,0,0,0,0,1
UA Birla,11,3,0,0,1,0,0,1
BB Sran,0,2,0,0,0,0,0,0
DM Bravo,2,2,0,0,1,0,0,0
Kuldeep Yadav,5,8,0,0,2,0,0,1
TA Boult,5,1,2,0,0,0,0,0
SP Jackson,5,12,2,0,3,0,0,1
JO Holder,6,0,1,0,1,0,0,2
DJ Jacobs,16,3,0,0,2,0,2,2
T Thushara,3,3,0,0,0,0,0,0
AB McDonald,10,25,7,0,1,0,1,1
DAJ Bracewell,1,6,1,0,1,0,0,0
Y Gnaneswara Rao,9,5,1,0,3,0,0,1
SB Styris,35,40,3,0,5,0,1,3
RR Rossouw,22,16,3,0,3,0,3,5
C Munro,6,8,2,0,1,0,0,0
R Rampaul,6,7,2,0,3,0,0,0
SB Wagh,1,0,0,0,0,0,0,1
KW Richardson,8,9,2,0,2,0,1,2
AP Dole,4,8,4,0,2,0,1,1
S Tyagi,1,3,0,0,0,0,0,0
F Behardien,2,5,0,0,1,0,0,1
PM Sarvesh Kumar,1,1,0,0,0,0,0,0
DP Vijaykumar,0,1,0,0,0,0,0,0
JDP Oram,4,3,0,0,0,0,1,1
SB Bangar,2,7,0,0,0,0,2,1
MN van Wyk,18,12,4,0,3,0,0,1
S Kaushik,1,0,0,0,0,0,0,1
RS Gavaskar,6,2,0,0,0,0,0,1
SE Bond,1,1,0,0,0,0,0,1
CA Ingram,9,4,0,0,1,0,0,2
CK Kapugedera,2,6,1,0,0,0,0,1
C Nanda,1,0,0,0,0,0,0,1
SM Harwood,5,1,1,0,0,0,0,0
AS Yadav,1,3,0,0,0,0,0,0
TM Srivastava,5,4,0,1,0,0,0,1
KJ Abbott,1,0,0,0,0,0,0,1
BA Bhatt,5,0,0,0,0,0,0,0
T Henderson,10,3,1,0,0,0,1,1
Kamran Khan,3,1,1,0,0,0,0,1
SJ Srivastava,1,0,0,0,0,0,0,1
DS Lehmann,9,5,0,0,3,0,0,1
A Chopra,1,2,0,0,0,0,0,1
