,0,1,2,3,4,5,6,wickets
RG More,0,2,0,0,0,0,0,0
Ishan Kishan,7,4,0,0,0,0,0,1
RS Gavaskar,6,2,0,0,0,0,0,1
SE Bond,1,1,0,0,0,0,0,1
YV Takawale,14,13,3,0,5,0,1,1
S Rana,2,5,3,0,2,0,0,0
MA Starc,2,2,3,0,1,0,0,0
PD Collingwood,1,2,0,0,0,0,0,1
UT Khawaja,8,4,1,1,3,0,0,1
AD Mascarenhas,1,0,0,0,0,0,0,1
Harmeet Singh,2,0,1,0,3,0,0,1
BA Bhatt,1,0,0,0,0,0,1,0
S Anirudha,2,3,0,0,0,0,0,1
MD Mishra,6,3,1,0,6,0,0,1
BJ Haddin,5,2,1,0,2,0,1,1
